402620	NORDEA BANK DANMARK A/S	DEBIT ELECTRON	DENMARK	(+45) 33-33-33-33
457174	PBS INTERNATIONAL A/S	DEBIT CLASSIC	DENMARK	{454) 468-4468
457175	PBS INTERNATIONAL A/S	DEBIT CLASSIC	DENMARK	{454) 468-4468
457176	PBS INTERNATIONAL A/S	DEBIT CLASSIC	DENMARK	{454) 468-4468
457177	PBS INTERNATIONAL A/S	DEBIT CLASSIC	DENMARK	{454) 468-4468
457178	PBS INTERNATIONAL A/S	DEBIT CLASSIC	DENMARK	{454) 468-4468
457179	PBS INTERNATIONAL A/S	DEBIT CLASSIC	DENMARK	{454) 468-4468
457180	PBS INTERNATIONAL A/S	DEBIT CLASSIC	DENMARK	{454) 468-4468
457181	PBS INTERNATIONAL A/S	DEBIT CLASSIC	DENMARK	{454) 468-4468
457182	PBS INTERNATIONAL A/S	DEBIT CLASSIC	DENMARK	{454) 468-4468
457183	PBS INTERNATIONAL A/S	DEBIT CLASSIC	DENMARK	{454) 468-4468
457184	PBS INTERNATIONAL A/S	DEBIT CLASSIC	DENMARK	{454) 468-4468
457185	PBS INTERNATIONAL A/S	DEBIT CLASSIC	DENMARK	{454) 468-4468
457186	PBS INTERNATIONAL A/S	DEBIT CLASSIC	DENMARK	{454) 468-4468
457187	PBS INTERNATIONAL A/S	DEBIT CLASSIC	DENMARK	{454) 468-4468
457188	PBS INTERNATIONAL A/S	DEBIT CLASSIC	DENMARK	{454) 468-4468
457189	PBS INTERNATIONAL A/S	DEBIT CLASSIC	DENMARK	{454) 468-4468
457190	PBS INTERNATIONAL A/S	DEBIT CLASSIC	DENMARK	{454) 468-4468
457191	PBS INTERNATIONAL A/S	DEBIT CLASSIC	DENMARK	{454) 468-4468
457192	PBS INTERNATIONAL A/S	DEBIT CLASSIC	DENMARK	{454) 468-4468
457193	PBS INTERNATIONAL A/S	DEBIT CLASSIC	DENMARK	{454) 468-4468
457194	PBS INTERNATIONAL A/S	DEBIT CLASSIC	DENMARK	{454) 468-4468
457195	PBS INTERNATIONAL A/S	DEBIT CLASSIC	DENMARK	{454) 468-4468
457196	PBS INTERNATIONAL A/S	DEBIT CLASSIC	DENMARK	{454) 468-4468
457197	PBS INTERNATIONAL A/S	DEBIT CLASSIC	DENMARK	{454) 468-4468
457198	PBS INTERNATIONAL A/S	DEBIT CLASSIC	DENMARK	{454) 468-4468
457199	PBS INTERNATIONAL A/S	DEBIT CLASSIC	DENMARK	{454) 468-4468
475162		CREDIT CLASSIC	DENMARK	
477961	PBS INTERNATIONAL A/S	CREDIT	DENMARK	{454) 468-4468
484076		CREDIT CLASSIC	DENMARK	
489499		CREDIT CORPORATE T&E	DENMARK	
501900		DEBIT	DENMARK	
501901		DEBIT	DENMARK	
501902		DEBIT	DENMARK	
501903		DEBIT	DENMARK	
501904		DEBIT	DENMARK	
501905		DEBIT	DENMARK	
501906		DEBIT	DENMARK	
501907		DEBIT	DENMARK	
501908		DEBIT	DENMARK	
501909		DEBIT	DENMARK	
501910		DEBIT	DENMARK	
501911		DEBIT	DENMARK	
501912		DEBIT	DENMARK	
501913		DEBIT	DENMARK	
501914		DEBIT	DENMARK	
501915		DEBIT	DENMARK	
501916		DEBIT	DENMARK	
501917		DEBIT	DENMARK	
501918		DEBIT	DENMARK	
501919		DEBIT	DENMARK	
501920		DEBIT	DENMARK	
501921		DEBIT	DENMARK	
501922		DEBIT	DENMARK	
501923		DEBIT	DENMARK	
501924		DEBIT	DENMARK	
501925		DEBIT	DENMARK	
501926		DEBIT	DENMARK	
501927		DEBIT	DENMARK	
501928		DEBIT	DENMARK	
501929		DEBIT	DENMARK	
501930		DEBIT	DENMARK	
501931		DEBIT	DENMARK	
501932		DEBIT	DENMARK	
501933		DEBIT	DENMARK	
501934		DEBIT	DENMARK	
501935		DEBIT	DENMARK	
501936		DEBIT	DENMARK	
501937		DEBIT	DENMARK	
501938		DEBIT	DENMARK	
501939		DEBIT	DENMARK	
501940		DEBIT	DENMARK	
501941		DEBIT	DENMARK	
501942		DEBIT	DENMARK	
501943		DEBIT	DENMARK	
501944		DEBIT	DENMARK	
501945		DEBIT	DENMARK	
501946		DEBIT	DENMARK	
501947		DEBIT	DENMARK	
501948		DEBIT	DENMARK	
501949		DEBIT	DENMARK	
501950		DEBIT	DENMARK	
501951		DEBIT	DENMARK	
501952		DEBIT	DENMARK	
501953		DEBIT	DENMARK	
501954		DEBIT	DENMARK	
501955		DEBIT	DENMARK	
501956		DEBIT	DENMARK	
501957		DEBIT	DENMARK	
501958		DEBIT	DENMARK	
501959		DEBIT	DENMARK	
501960		DEBIT	DENMARK	
501961		DEBIT	DENMARK	
501962		DEBIT	DENMARK	
501963		DEBIT	DENMARK	
501964		DEBIT	DENMARK	
501965		DEBIT	DENMARK	
501966		DEBIT	DENMARK	
501967		DEBIT	DENMARK	
501968		DEBIT	DENMARK	
501969		DEBIT	DENMARK	
501970		DEBIT	DENMARK	
501971		DEBIT	DENMARK	
501972		DEBIT	DENMARK	
501973		DEBIT	DENMARK	
501974		DEBIT	DENMARK	
501975		DEBIT	DENMARK	
501976		DEBIT	DENMARK	
501977		DEBIT	DENMARK	
501978		DEBIT	DENMARK	
501979		DEBIT	DENMARK	
501980		DEBIT	DENMARK	
501981		DEBIT	DENMARK	
501982		DEBIT	DENMARK	
501983		DEBIT	DENMARK	
501984		DEBIT	DENMARK	
501985		DEBIT	DENMARK	
501986		DEBIT	DENMARK	
501987		DEBIT	DENMARK	
501988		DEBIT	DENMARK	
501989		DEBIT	DENMARK	
501990		DEBIT	DENMARK	
501991		DEBIT	DENMARK	
501992		DEBIT	DENMARK	
501993		DEBIT	DENMARK	
501994		DEBIT	DENMARK	
501995		DEBIT	DENMARK	
501996		DEBIT	DENMARK	
501997		DEBIT	DENMARK	
501998		DEBIT	DENMARK	
501999		DEBIT	DENMARK	
511672	DANSKE BANK AKTIESELSKAB, DENMARK, SWEDEN BRANCH	DEBIT PREPAID	SWEDEN	44 (0)752-48 49 30
512733	TELLER A/S	CREDIT GOLD	DENMARK	(+45) 44 68 44 68
515588	TELLER A/S	CREDIT PLATINUM	DENMARK	(+45) 44 68 44 68
515613	TELLER A/S	CREDIT PLATINUM	DENMARK	(+45) 44 68 44 68
515614	PBS INTERNATIONAL A/S	CREDIT PLATINUM	DENMARK	{454) 468-4468
515615	PBS INTERNATIONAL A/S	CREDIT PLATINUM	DENMARK	{454) 468-4468
515616	PBS INTERNATIONAL A/S	CREDIT PLATINUM	DENMARK	{454) 468-4468
515617	PBS INTERNATIONAL A/S	CREDIT PLATINUM	DENMARK	{454) 468-4468
515618	PBS INTERNATIONAL A/S	CREDIT PLATINUM	DENMARK	{454) 468-4468
515619	PBS INTERNATIONAL A/S	CREDIT PLATINUM	DENMARK	{454) 468-4468
515620	PBS INTERNATIONAL A/S	CREDIT PLATINUM	DENMARK	{454) 468-4468
515621	PBS INTERNATIONAL A/S	CREDIT PLATINUM	DENMARK	{454) 468-4468
515622	PBS INTERNATIONAL A/S	CREDIT PLATINUM	DENMARK	{454) 468-4468
515623	PBS INTERNATIONAL A/S	CREDIT PLATINUM	DENMARK	{454) 468-4468
517006	TELLER A/S	DEBIT STANDARD	DENMARK	(+45) 44 68 44 68
517007	TELLER A/S	DEBIT STANDARD	DENMARK	(+45) 44 68 44 68
517008	TELLER A/S	DEBIT STANDARD	DENMARK	(+45) 44 68 44 68
517009	TELLER A/S	DEBIT STANDARD	DENMARK	(+45) 44 68 44 68
517010	TELLER A/S	DEBIT STANDARD	DENMARK	(+45) 44 68 44 68
517011	TELLER A/S	DEBIT STANDARD	DENMARK	(+45) 44 68 44 68
517012	TELLER A/S	DEBIT STANDARD	DENMARK	(+45) 44 68 44 68
517013	TELLER A/S	DEBIT STANDARD	DENMARK	(+45) 44 68 44 68
517014	TELLER A/S	DEBIT STANDARD	DENMARK	(+45) 44 68 44 68
517015	TELLER A/S	DEBIT GOLD	DENMARK	(+45) 44 68 44 68
517016		DEBIT	DENMARK	
517017		DEBIT	DENMARK	
517018	TELLER A/S	DEBIT PLATINUM	DENMARK	(+45) 44 68 44 68
517019		DEBIT	DENMARK	
517020		DEBIT	DENMARK	
517021	TELLER A/S	DEBIT STANDARD	DENMARK	(+45) 44 68 44 68
517022	TELLER A/S	DEBIT STANDARD	DENMARK	(+45) 44 68 44 68
517023	TELLER A/S	DEBIT GOLD	DENMARK	(+45) 44 68 44 68
517024	TELLER A/S	DEBIT PLATINUM	DENMARK	(+45) 44 68 44 68
517025	TELLER A/S	DEBIT GOLD	DENMARK	(+45) 44 68 44 68
517026	TELLER A/S	DEBIT STANDARD	DENMARK	(+45) 44 68 44 68
517027		DEBIT	DENMARK	
517028		DEBIT	DENMARK	
517029	TELLER A/S	DEBIT GOLD	DENMARK	(+45) 44 68 44 68
